title,abstract,year,venue,journal,authors,doi,url,referenceCount,citationCount,influentialCitationCount,fieldsOfStudy,s2FieldsOfStudy,isOpenAccess,openAccessPdf,publicationTypes,publicationDate
Learning-by-Doing in the Solar Photovoltaic Industry,,2013.0,,,"B. Bollinger, K. Gillingham",,https://www.semanticscholar.org/paper/116710b4d022ba7017c11571bc991d7a9d3d9572,26.0,1.0,0.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
The effect of retailer's reputation on consumer perception towards product quality,,2013.0,,,Muhammad Zeeshan Ali,,https://www.semanticscholar.org/paper/dd0a8697a22ed14e5d79f75a26bba34cdcc7abc2,39.0,1.0,0.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Internet Adoption and Firm Exports in Developing Economies,,2013.0,,,Jon Timmis,,https://www.semanticscholar.org/paper/0a518663a663c942af3c9d46c12c4bc616eac6ed,43.0,3.0,0.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 's2-fos-model'}]",False,,,
Knowledge Transfer in Organizations,,2013.0,,,L. Argote,10.1007/978-1-4614-5251-5_6,https://www.semanticscholar.org/paper/52a01401063067105066cfd82a7325e65729b5c5,121.0,59.0,1.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]",False,,,
An Estimation Model for Private Rate of Return on Education in high income petroleum based developing countries: The case of Kuwait,,2013.0,,,Humoud A. Alqattan,,https://www.semanticscholar.org/paper/7680d590f0d6558cc164ae6802a700284bb2d772,71.0,0.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]",False,,,
Soil Conservation on Sloping Land: Technical Options and Adoption Constraints,"This chapter briefly summarizes the causes and consequences of soil erosion, before presenting examples of effective soil conservation technologies (SCT), such as contour-based cropping, cover crops, mulching and geo-textiles, and based on case studies from northern Thailand and northern Vietnam. Depending on site conditions, a soil erosion reduction of 30–60 % in the first year after establishment and up to 72–98 % by the third year was observed in these studies when compared to local farmers’ practices. In north-east Thailand, maize grain yields increased from 1.5 and 3.2 Mg ha−1, to 3.8 and 5.5 Mg ha−1 under minimum tillage und relay cropping. The study in north-western Vietnam revealed that although the majority of farmers were aware of soil erosion mitigation methods, adoption rates of the promoted soil conservation technologies remained low. These technologies compete for land and labor resources with the main cropping activities, in particular highly profitable commercial maize cultivation, incurring high opportunity costs. Based on these case studies, we conclude that innovative approaches to soil conservation require a change in land use systems, not just the adoption of conventional SCT in the existing systems. The integration of plant and animal production in the uplands should be promoted that allows farmers to benefit from urban-based economic growth on the one hand, such as through the exploitation of niche markets for high-value meat, while being environmentally sustainable on the other. The improved integration of animal husbandry with plant production systems could make feed producing soil conservation options more attractive to farmers, which could be further stimulated by introducing payment for environmental services (PES) schemes.",2013.0,,,"T. Hilger, A. Keil, Melvin Lippe, M. Panomtaranichagul, Camille Saint-Macary, M. Zeller, W. Pansak, T. V. Dinh, G. Cadisch",10.1007/978-3-642-33377-4_7,https://www.semanticscholar.org/paper/63338b9885a9a1f8d9b628924231f69896f614ea,105.0,27.0,0.0,['Geography'],"[{'category': 'Geography', 'source': 'external'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",True,https://link.springer.com/content/pdf/10.1007/978-3-642-33377-4_7.pdf,,
REVIEW ARTICLE ADOPTION OF INTEGRATED PEST MANAGEMENT (IPM) TECHNOLOGIES IN UGANDA: REVIEW OF ECONOMIC STUDIES,,2013.0,,,"J. Kirinya, S. Kyamanywa, J. Karungi, J. Bonabana-Wabbi",,https://www.semanticscholar.org/paper/9fca433bbbaff0e36269a14c4c20eadf388dff0e,5.0,7.0,0.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",False,,['Review'],
A general framework for rational learning in social networks: Framework for rational learning,,2013.0,,Theoretical Economics,Manuel Mueller-Frank,10.3982/TE1015,https://www.semanticscholar.org/paper/f4b456f8ba569e2c729f179661d4bf7559b58675,30.0,37.0,2.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",True,https://www.econstor.eu/bitstream/10419/150183/1/v08-i1-p001-TE1015.pdf,,
"The institutional economics of cultivated mushrooms in Swaziland : a study on value chains, transaction costs and collective action.",,2013.0,,,M. L. Mabuza,,https://www.semanticscholar.org/paper/f13c9bebe8b00e05f31223c863908b704bdbeb5b,221.0,0.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Social Dynamics Overriding Utility Evaluations for Good and Bad: Implications for the Design of Sustainable Food Security Policies in Sub-Saharan African Countries,,2013.0,,,"B. Kopainsky, K. Tröger, Sebastian Derwisch, S. Ulli-Beer",10.1007/978-3-642-39753-0_9,https://www.semanticscholar.org/paper/5e0153a905208cfd829a70ca376dc09de658ca29,33.0,1.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}]",False,,,
RISK PREFERENCES AND INTRA-HOUSEHOLD FINANCIAL DECISION-MAKING IN RURAL VIETNAM:,,2013.0,,,M. Zeller,,https://www.semanticscholar.org/paper/f643b6a55706fd9cb867bbdda500629b3e702bf6,58.0,0.0,0.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",False,,,
Performance and dynamics of African firms: a comparative analysis of garment firms in Kenya and Bangladesh,,2013.0,,,T. Fukunishi,,https://www.semanticscholar.org/paper/4142dbd9f9daaec53247564fc4c4fd9c35f31d1a,145.0,3.0,0.0,['Geography'],"[{'category': 'Geography', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
"Credit Constraints, Present Bias and Investment in Health: Evidence from Micropayments for Clean Water in Dhaka",,2013.0,,,"Raymond Guiteras, D. Levine",,https://www.semanticscholar.org/paper/c50dddd6cb589b43adda3307ff4e5981f7a4cc12,19.0,9.0,2.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}]",False,,,
High Productivity Agricultural Techniques in Brazil: Adoption Barriers and Potential Solutions,,2013.0,,,"J. Assunção, Arthur Bragança, Pedro Hemsley",,https://www.semanticscholar.org/paper/3db640ffcf7c389c6831aa843bb80e09b54fdcca,36.0,9.0,1.0,,"[{'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
PRAMILA KRISHNAN AND MANASA PATNAM,,2013.0,,,,,https://www.semanticscholar.org/paper/1253cfa7daa57301bbbcb4330dcbb7204342c075,35.0,0.0,0.0,,"[{'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Is participatory social learning a performance driver for Chinese smallholder farmers ?,,2013.0,,,"Huanxiu Guo, S. Marchand",,https://www.semanticscholar.org/paper/df95bc976c77cc6b006a31bf517723ac5dc8d6c2,63.0,0.0,0.0,,"[{'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]",False,,,
NBER WORKING PAPER SERIES UNDERSTANDING PEER EFFECTS IN FINANCIAL DECISIONS: EVIDENCE FROM A FIELD EXPERIMENT,,2013.0,,,"Leonardo Bursztyn, Florian Ederer, Bruno Ferman, Noam Yuchtman",,https://www.semanticscholar.org/paper/abe5ff0146d8391e90c4ff61d74a690eee512a50,46.0,300.0,32.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 's2-fos-model'}]",False,,,
The Spatial Diffusion of Technology,,2013.0,,,"Diego Comin, Mikhail Dmitriev, Esteban Rossi-Hansberg, Antonio Ciccone, Giancarlo Corsetti, Walker Hanlon, Stefania Garetto, Philippe Martin",,https://www.semanticscholar.org/paper/2231b61ae3a8f8b1b3037a080c6d2db355129538,35.0,0.0,0.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Geography', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",False,,,
Networks and Manufacturing Firms in Africa : Initial Results from a Randomised Experiment *,,2012.0,,,,,https://www.semanticscholar.org/paper/c4c2f0150158927a242a9482fdcbaaf0be1f1515,29.0,8.0,1.0,,"[{'category': 'Business', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",False,,,
"Germs , Social Networks and Growth",,2012.0,,,"A. Fogli, Laura Veldkamp",,https://www.semanticscholar.org/paper/3edf9ae79ee0687fcbdbde5c6dc99290e1f048d0,40.0,0.0,0.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",False,,,
"Risk, ambiguity and the adoption of new technologies: experimental evidence from a developing economy",,2012.0,,,"Nicholas Ross, Paulo Santos, T. Capon",,https://www.semanticscholar.org/paper/3f1f35c31683ab05f3cefe06fbbbd640e2a31065,88.0,47.0,3.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Entrepreneurial Human Capital and Entrepreneurial Dynamics: Evidence from a Natural Experiment,,2012.0,,,Russell Toth,,https://www.semanticscholar.org/paper/10d60012b1eebd6730070778fdbd4bbdc325dac0,38.0,8.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 's2-fos-model'}]",False,,,
COME PLAY WITH ME : EXPERIMENTAL EVIDENCE OF INFORMATION DIFFUSION ABOUT RIVAL GOODS,,2012.0,,,"A. Banerjee, Emily Breza, Arun G. Chandrasekhar, E. Duflo, M. Jackson",,https://www.semanticscholar.org/paper/3acb0650ffd1f133fe7d7a33ce7c5a27e526e01d,16.0,18.0,1.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
The Effect of Financial Access on Networks : Evidence from a Field Experiment in Nepal ∗,,2012.0,,,"Margherita Comola, S. Prina",,https://www.semanticscholar.org/paper/a00ea8cbde0ddac26c603f3128ad5149dc7bb829,73.0,0.0,0.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Adoption of Water-Saving Infrastructure in Agriculture : The Case of Laser Levelers,,2012.0,,,"N. Larson, Sheetal Sekhri, R. Sidhu",,https://www.semanticscholar.org/paper/df9178b27d56df103a88d0de1da3315fdfd967f9,15.0,3.0,0.0,,"[{'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}]",False,,['Review'],
University Research and Regional Development in American Agriculture ∗,,2012.0,,,"S. Kantor, A. Whalley",,https://www.semanticscholar.org/paper/64d3520abf0ee37934267b417d0455a0c9ee4541,49.0,0.0,0.0,,"[{'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
"Determinants of Crop Income in Rural Mozambique, 2002-2005",,2012.0,,,D. Mather,,https://www.semanticscholar.org/paper/5bc0b9257aff53e71f7b1a5cae7004f6dae039af,30.0,8.0,2.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,['Review'],
Peer Effects and Loan Repayment : Evidence from the Krishna Default Crisis ∗,,2012.0,,,Emily Breza,,https://www.semanticscholar.org/paper/31a299dc2d3485c8a5c7ca860d1005021ec56e67,45.0,61.0,4.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Do Schools Learn : Response to North Carolina ’ s School Accountability Program,,2012.0,,,P. Solomon,,https://www.semanticscholar.org/paper/734c84fbd4307ec3d75720e28aa177a097d005a1,26.0,0.0,0.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]",False,,,
Learning about the Enforcement of Conditional Welfare Programs: Evidence from the Bolsa Familia Program in Brazil∗,,2012.0,,,"Katja Kaufmann, Bocconi, Fernanda Brollo",,https://www.semanticscholar.org/paper/721dd1927c75fddfacded5991c677950a101d941,38.0,11.0,0.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
IMPACT OF ONLINE WORD-OF-MOUTH ON AMAZON RANKS IN SELECTED PRODUCT CATEGORIES,,2012.0,,,Irina Grinberg,10.7282/T30000WR,https://www.semanticscholar.org/paper/1ce0ea70552dc9b1c7b3d0f1af835a534b18fd04,71.0,0.0,0.0,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]",False,,,
Learning about the Enforcement of Conditional Welfare Programs and Behavioral Responses: Evidence from Bolsa Familia in Brazil,,2012.0,,,"Katja Kaufmann, E. Ferrara, Fernanda Brollo",,https://www.semanticscholar.org/paper/dfbbead326a074dd42a4d909e9c4bafeab0eeeb8,33.0,4.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",False,,,
Individual and Social Learning in Bio-technology Adoption : The Case of GM Corn in the U . S . Selected,,2012.0,,,D. Yoo,,https://www.semanticscholar.org/paper/fe544e99e976fec35b49fb98862dd6b4ac06c0f5,56.0,0.0,0.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",False,,,
Investing in Small-Farm Productivity : Impact Dynamics and Heterogeneity in Nicaragua,,2012.0,,,"M. Carter, Patricia Toledo, E. Tjernström",,https://www.semanticscholar.org/paper/bec91c9b8b354906551750d7eb60fce0091522c6,22.0,3.0,0.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",False,,,
Skill accumulation and international productivity differences across sectors,,2012.0,,,Wenbiao Cai,10.17077/ETD.P0OZL52Q,https://www.semanticscholar.org/paper/f801e9aaa1544720a474b0c98d4bac6bc985931a,46.0,1.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",True,https://ir.uiowa.edu/cgi/viewcontent.cgi?article=3272&context=etd,,
Essays on strategic social interactions : evidence from microfinance and laboratory experiments in the field,,2012.0,,,Emily Breza,,https://www.semanticscholar.org/paper/6da276842b6c6ea894749ee6fc96aeea0ecc051d,74.0,0.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",False,,,
Measuring treatment effects in poverty alleviation programs: three essays using data from Turkish household surveys,,2012.0,,,Meltem A. Aran,,https://www.semanticscholar.org/paper/f6839fb0d30cfe24fb757c879cc8d5b3dd1728e1,36.0,0.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",False,,['Review'],
Marketing's contribution of the sustainability of pastoralism: evidence from Ethiopia,,2012.0,,,W. Tessema,10.18174/231417,https://www.semanticscholar.org/paper/f42535079cf68417f54d977b3bd2c25308be8a49,270.0,6.0,1.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
